商品ID,标题,价格,参数信息,评论数,好评度,热点评论词,评论用户ID,评论信息,评论时间,用户使用机型
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",12725680822,京东发货很快 上个月底买的两天到货 比华为官网提前买的还早到 手机种草良久 前前后后各种体验和研究 很满意 40w快充很棒基本不发热 无线充电会略微发热 人脸和屏下指纹都很好用 可以设置抬手接听和视频铃音很惊艳 屏幕发声满意 红外遥控满意 颜值满意 屏幕实际体验也不错没那么差 最厉害的部分还是摄像头和方舟编译器的加持 暗光微光微距人像超赞 后者带来的系统流畅体验和苹果无差异 其次要说的还是华为的网络信号很好 我联通和电信双4g 整体对得起这个价格 希望别掉价太快 补充一下 官网抢机器太难太难 抢了半个月都没抢到 太差的体验了,2019/5/4 22:44,"极光色,8GB+256GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13458531264,手感不错，外观设计大气上档次！拍照效果相当完美！运行速度很快！不卡顿！待机时间长,2019/11/13 14:00,"天空之境,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13241035679,"外形外观：时尚，成熟，稳重
屏幕音效：杜比音响，杠杠滴
拍照效果：这个不用说，没有之一
运行速度：还没玩游戏感觉一下，以后有待观察
待机时间：杠杠滴
其他特色：外观好看",2019/9/19 12:03,"亮黑色,8GB+256GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",12884458466,物流很快，机子很薄，拿起来很舒适很轻巧，屏幕超清晰，拍照功能很强大！,2019/6/13 21:24,"亮黑色,8GB+256GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",12710788974,4月28抢购，没想到今日就到货了，京东物流真快呀！此机外观时尚漂亮，屏幕色彩鲜艳好看，显示效果出色，运行速度超快，拍照方面超过想象，电池续航能力给力，真是国民神机。,2019/4/30 17:11,"亮黑色,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13733246658,"手机不错，包装完美，物流也快，挺不错的，电量也够用，值得推荐的一部手机，华为加油！
外形外观：外观漂亮，玻璃外壳，就是有点滑。
屏幕音效：屏幕细腻，虽然没有2k屏，但是足够用了。
拍照效果：拍照真的无敌，效果不错，前置摄像头拍出来也是相当强悍。
运行速度：速度很快，不卡顿，相当流畅，希望用断时间后还能很完美。
待机时间：待机时间不错，开机后有一半电，一直玩到晚上才充电，待机挺满意。",2020/1/17 12:42,"天空之境,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13280182027,"外形外观：色非常好看， 非常漂亮，很喜欢！
屏幕音效：屏幕非常好用，音质很好！
拍照效果：效果不错，非常清晰！
运行速度：非常快，一点都不卡！",2019/9/30 13:49,"天空之境,8GB+256GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",12640659667,昨天晚上付尾款今天上午就收到了，送货速度真快，极光色太漂亮了，手感超棒，手机反应快，也很流畅，拍照功能强大，世界第一拍照，还在激动体验中，给力，支持华为，以后可以多拍照咯?,2019/4/12 12:59,"极光色,标准版,8GB+256GB"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13598042561,"外形外观：非常好，与p30相比，p30pro的曲面屏更漂亮一些，更时尚更炫。我觉得更适合女性。
屏幕音效：屏幕清晰。声音效果非常好。
拍照效果：比30pro的超感光，徕卡四摄十倍混合变焦。拍照效果实在是太棒了。
运行速度：麒麟980芯片。速度非常快。开机速度也快，运行速度也快，总体感觉运行舒畅。
待机时间：4200毫安的电池是待机时间足够长。电池绝对够用。",2019/12/14 9:58,"珠光贝母,8GB+256GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",12642254997,今天就收到好兴奋，下班回家贴膜装软件&hellip;很8G运行内存好流畅，明天试试50倍变焦。保护壳虽有配，但还是用了耐尔金的壳，贴膜是为了保护屏幕，毕竟曲面屏的价格贵。很有良心的送了耳机，很棒，小米8就不送,2019/4/12 20:42,"极光色,标准版,8GB+128GB"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",12910281616,父亲节礼物，一起买了两，这款送母亲，给母亲也换了，他们还没开始用，我先打开看看，颜色太喜欢了，拿起来也很有质感，贝壳的的渐变感官！晚上下单，中午就到了！快！,2019/6/19 5:40,"珠光贝母,8GB+256GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13085405684,手机很好，快递也很快，，昨天买的，今天就到了，，而且看着比想象中的要好看，，总之很喜欢，买的时候还感觉很贵，现在一看，还是可以的，一分钱一分货，而且屏幕看着很大，用着很舒服。，，，。,2019/8/5 9:10,"天空之境,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13722858331,"几百个通讯录1
秒完成，超级快
拍照效果：好好好，很远的地方都能看清楚，晚上拍也不赖，?
外形外观：喜欢，颜色特别喜欢
屏幕音效：好好好，特别喜欢
运行速度：快快快，没想到这么快的，超级赞，有了它我的烦脑都少了
待机时间：长长长
其他特色：好看又好用，比我以前好几百倍",2020/1/14 18:14,"天空之境,8GB+512GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13243580248,"外形外观：还不错，并没有那么令人讨厌，第一次用华为机，很满意
屏幕音效：屏幕还好，手机自带的铃声悄悄差一点儿，没有找到喜欢的铃声
拍照效果：拍照功能很强大，很神奇
运行速度：还好，没有觉得卡顿，安卓机只能用一段时间才知道
待机时间：充电一小时待机一整天，真的充电很快，用起来很方便，晚上睡觉不充电玩没电了，早上醒了开始充，洗漱好充满了，就是这么强大
其他特色：前置像素也很高，超级满意",2019/9/20 7:24,"亮黑色,8GB+256GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13407364070,准备入手很多天了，上次去实体店体验就停不下来了，太舒服了。赶上11.1降价加免息，嘻嘻嘻。手机非常流畅，非常好用，女朋友都抢着玩，太讨厌了，哈哈哈,2019/11/4 12:45,"赤茶橘,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13023603303,很早以前就一直很关注这个手机，终于出来了可以买了?，京东快递小哥很给力，隔天就到了，到了迫不及待的打开了，手感很好，拍照很清晰，非常喜欢满意，希望华为手机越做越好，pro很好支持反向充电，可以给我的小iphoneX充电，以后不用带充电宝了，这个功能很喜欢，可以当成手机又可以当做充电宝！,2019/7/17 16:56,"天空之境,8GB+256GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13613393383,昨天晚上下单的，今天中午就收到啦，京东的物流一如既往的快。头一次买华为手机，还挺好看的。好多年没用过安卓系统，用着也很顺畅。我不爱打游戏，对5G也没啥特别追求，就偶尔拍拍照，路过的野花都不放过那种，所以买了这只4G的手机，啊，惊喜～还是挺开心的一次购物体验。,2019/12/17 14:40,"赤茶橘,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",12776533383,抢购之后就焦急地等待，好容易收到了，真是高端大气上档次啊，天空之镜真是太漂亮了。不愧是8G+512G的，速度飞快。刚开始使用，很多功能还在慢慢摸索中。,2019/5/18 15:24,"天空之境,8GB+512GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13567243252,"外形外观：好看，很玄
屏幕音效：不错
待机时间：待机时间长
拍照效果：很好，很清晰
运行速度：挺快的
其他特色：好用",2019/12/6 22:48,"墨玉蓝,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13026769111,第一次用华为手机，以前都是iPhone的，但是苹果的信号是真的差，华为p30Pro真的是很漂亮，萝卜白菜，各人所爱，反正我觉得这个设计个人很喜欢，手机性能方便不好评论，毕竟刚用，还有价格摆在这儿，没有可比性，就信号方面，确实比苹果手机好很多。物流也很快，收到后包装完好，没有任何破损或瑕疵。,2019/7/18 15:37,"亮黑色,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13737312062,"外形外观：超高颜值，配色无敌好看！
屏幕音效：屏幕无比的舒畅！
拍照效果：这个不用多说，效果有眼睛都看得见，好得很！
运行速度：不卡，流畅！
待机时间：看怎么用吧。
其他特色：曲屏手感很棒！",2020/1/18 14:49,"天空之境,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",12824145155,充电快，电量足，不卡顿。语音发出指令，智能拨打电话、打开手电筒等各项功能，感觉超好！,2019/5/31 7:10,"天空之境,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",12981708647,超好用，拍照效果很好，系统运行流畅，选它，不用错的，充电超快，半小时充满，而且很耐用,2019/7/5 14:05,"亮黑色,8GB+256GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13200433930,很好很强大，正好要换机，正好看见你，一切刚刚好！学着用安卓，自带美颜机，强大的祖国，特感谢京东！,2019/9/8 0:02,"极光色,8GB+512GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",12645456492,终于拿到心仪已久的手机了，谢谢亲爱的送给我！入手后感觉超级棒！更新三十多个应用的同时，做其他事情也不卡，杠杠的！拍照更是一流，50倍虽然有点模糊，但效果还是不错的。超级微距也很给力。拍逆光也不错。待会再试试AR测量，感觉也很好玩,2019/4/13 19:04,"天空之境,标准版,8GB+128GB"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13181581953,满意的一次购物啦，宝贝挺好的，手机壳的颜色很正，也没有色差，和店家描述的一样，搭配我的手机特别的漂亮，款式设计上比较大气高端，一点都不会降低我手机的档次，颜控推荐,2019/9/2 16:40,"天空之境,8GB+128GB,标准版"
